v1,v2
ham,hppy new yer hope yo re hving  good semester
ham,esplnde lor where else
ham,cn yo tlk with me
ham,hmph go hed big bller
ham,well its not like yo ctlly clled someone  pn tht wold been worse
ham,nope since yo trvelled he hs forgotten his gy
ham,yo still rond looking  pick p lter
spam,cds  congrtltions r wrded  of cd gift vochers or  gift grnteed  freeentry   wkly drw xt msic   tncs wwwldewcomwinppmxge 
ham,theres someone here tht hs  yer  ltgt  yot cmry like mr olyiwols own milege is  ltgt kits clen bt i need  know how mch will it sell for if i cn rise the dogh for it how soon fter lnding will it sell holl bck
ham,gess which pb im in im s hppy s  pig in clover or whtever the sying is 
ham,ill b down soon
ham,oh k  i will come morrow
ham,go fool dont chet others ok
ham,my mobile nmberpls sms r mil idconvey regrds  chnmmrkheshqtr
ham,by the wy rencontre is  meet gin montins dont
spam,yo hve won  grnteed  csh or   prize  clim yr prize cll or csmer service representtive on  between mpm cost p
ham, ttend r driving lesson how mny times  wk n which dy
ham,ncle g jst checking p on yo do hve  rewrding month
ham,hello boyy  geeee  im missing yo dy i like  send yo  tm nd remind yo im thinking of yo  nd yo re loved  loving kiss
ham,i think the other two still need  get csh bt we cn def be redy by 
ham,hey gls ll wnn meet  dinner t nte 
spam,der xxxxxxx ve been invited  xcht this is or finl ttempt  contct  txt cht   pmsgrcvdhgsitelndsrowwjhl ldn yrs
ham,bbe  wht re yo doing  where re yo  who re yo tlking   do yo think of me  re yo being  good boy re yo missing me do yo love me 
ham,gret how is the office dy
ham,its cool we cn lst  little while getting more ny time soon
ham, sd pppy noise
ham,yes its possible bt dint try pls dont tell  ny one k
ham,nywy holl t me whenever yore rond becse i need n excse  go creep on people in srsot
ham,where yo wht hppen
ham,i ws gonn sk yo lol bt i think its t 
spam,r cshblnce is crrently  ponds   mximize r cshin now send go   only pmeg cc  hgsitelnds rowwjhl
spam,privte yor  ccont sttement for shows  nredeemed sim points cll  identifier codexx expires 
ham,go chse fter her nd rn her over while shes crossing the street
spam,id like  tell yo my deepest drkest fntsies cll me  jst pmin  sp texts cll  nt rte
ham,is there coming fridy is leve for pongldo yo get ny news from yor work plce
ham,hey very inconvenient for yor sis  not hh
ham,ok i vldo  know i got dsense pproved
ham, ws relly good  see yo the other dy ddette been missing yo
ham,i wnt  go  permbvoor
ham,how mny times i ld in the stge ll se  lgh yo not listen h
spam,yo wont believe it bt its tre its incredible txts reply g now  lern trly mzing things tht will blow yor mind from ofwd only ptxt
ham,yo didnt her it from me
ham,thnks for being there for me jst  tlk  on strdy yo re very der  me i cherish hving yo s  brother nd role model
ham,pls clrify bck if n open retrn ticket tht i hve cn be preponed for me  go bck  kerl
spam,ntlie f is inviting yo  be her friend reply yes or no see her wwwsmscntliek sp send sp frnd  
ham,she rn off with  yonger mn we will mke pretty bbies gether 
spam,jmster  get yor free wllpper text hert   now tc pply  only need help cll 
ham,o ic lol shold ply  doors sometime yo
ham,dnno my dd sid he coming home  bring s ot  lnch yp i go w  lor i cll  when i rech school lor
ham,we hve sent jd for csmer service cm cconts exective  r mil id for detils contct s
ham,desires  going  docr  liver nd get  bit stylish get r hir mnged thts it
ham,hmmmstill we dont hve opener
ham,yeh so bsiclly ny time next week yo cn get wy from yor mom mp get p before 
ham,edison hs rightly sid  fool cn sk more qestions thn  wise mn cn nswer now yo know why ll of s re speechless dring viv gm
ham,i will vote for wherever my hert gides me
ham,with my sis lor we jz wtched itlin job
ham,tick tick tick  where re yo  i cold die of loneliness yo know  pots smps feet i need yo 
ham,lmo yo know me so well
spam,doble mins  doble txt   price linerentl on ltest ornge bleoth mobiles cll mobilepd for the very ltest offers  or clloptlf
ham,m on  trin bck from northmpn so im frid not im stying skyving off dy ho ho will be rond wednesdy thogh do yo fncy the comedy clb this week by the wy
ham,goodnight d thngm i relly miss  der
ham,hey next sn  theres  bsic yog corse t bgis we cn go for tht piltes intro next st tell me wht time yo r free
ham,geeeee  yor internet is relly bd dy eh 
spam,free video cmer phones with hlf price line rentl for  mths nd  cross ntwk mins  txts cll mobilepd  or cllopt
ham,i think i m distrbing her d
ham,sorry ill cll yo  lter i m in meeting sir
ham,hvent stck t orchrd in my dds cr going  dinner now  leh so r they free night
ham,ok i lso wn  wtch e  pm show
ham,i dnno lei like dn hf
ham,bt yor brother trnsfered only  ltgt    ltgt  p
ham,i clls yo lter fternoon onwords mtnl service get problem in soth mmbi i cn her yo bt yo cnnt listen me
spam,  k brek ccommodtionvochers terms  conditions pply  clim yo mstprovide yor clim nmber which is  
ham,tlk  g nd x bot tht
ham,hi der friends this is my new mp present nmber by rjith rj rnj
spam,p  lfie moons children in need song on r mob tell r ms txt ne chrity   for nokis or poly chrity for polys zed  profit  chrity
ham,s in different styles
spam,win   shopping spree every week strting now  ply text sre   skilgme tscs winwk ge perweeksb
ham,gd ni derslp welltke creswt dremsmh
ham,i wnt  sent  ltgt mesges dy thts y sorry if i hrts
spam,this is the nd ttempt  contrct  yo hve won this weeks p prize of either  csh or  prize jst cll 
ham,well im gld yo didnt find it tlly disgreeble  lol
ham,gy no flsh me now if yo go cll me cll me how mdm tke cre oh
spam,do yo wnt  new noki i color phone deliveredmorrow with  free mintes  ny mobile   free texts  free cmcorder reply or cll 
ham,mrk works morrow he gets ot t  his work is by yor hose so he cn meet  fterwrds
ham,keep r problems in r hert
ham,yeh give me  cll if yove got  minte
ham,hi bbe wkefeellikw shitjstfond ot vi letter thtmm gotmrried thnovbehind orbcks  fckinniceselfish
ham,mzing  if yo rerrnge these letters it gives the sme mening dormiry  dirty room stronomer  moon strer the eyes  they see election reslts  lies lets recont motherinlw  womn hitler eleven pls two twelve pls one its mzing 
ham,iy we discss lter lr pick  p t  is it
ham,hey hppy birthdy
ham,sorry i missed yor cll cn yo plese cll bck
ham,omg if its not one thing its nother my ct hs worms  when does this bd dy end
ham,good morning im sffering from fever nd dysentry will not be ble  come  office dy
ham,i wont do nything de
ham,wht type of stff do yo sing
ham,st ndre virgils crem
ham,no no i will check ll rooms befor ctivities
ham,my fri h okie lorgoin  my drivin den go shoppin fter tt
ham,gokil is tlking with yo h
ham,hi shnilrkhesh herethnksi hve exchnged the nct dimond stffleving bck excellent service by dino nd prem
ham,kkthis month kotees birthdy know
ham,bt im relly relly broke oh no mont is o smll even  ltgt 
ham,sorry bot tht this is my mtes phone nd i didnt write it love kte
spam,themobhit the link  get  premim pink pnther gme the new no  from sgbbes  crzy zebr nimtion or  bdss hoody wllpperll  free
ham,h well tht confses things doesnt it i thoght ws friends with now mybe i did the wrong thing bt i lredy sort of invited tho he my not come cos of money
ham,ight cll me once yore close
ham,nope thts fine i might hve  np tho 
spam,this msg is for yor mobile content order it hs been resent s previos ttempt filed de  network error qeries  csmersqeriesnetvisionkcom
ham,in other news fter hssling me  get him weed for  week ndres hs no money hghighgtjhygj
ham, boy loved  gl he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm gin d boy decided  proch d gl  dt time  trck ws speeding wrds d gl wn it ws bot  hit d girld boy rn like hell n sved her she sked hw cn  rn so fst d boy replied boost is d secret of my energy n instntly d girl shoted or energy n thy lived hppily gthr drinking boost evrydy morl of d sry i hv free msgsd gd ni
ham,i wnt  by  bmw cr rgentlyits vry rgentbt hv  shortge of  ltgt lcsthere is no sorce  rng dis mt ltgt lcsthts my prob
ham,ding me on y brek fssyole blcko from londn
ham,i relly need  kiss  i miss  my bby from r bby ev
ham,the sign of mtrity is not when we strt sying big things bt ctlly it is when we strt nderstnding smll things hve  nice evening bslvyl
ham,oh yo got mny responsibilities
spam,yo hve  new messge plese cll 
ham,ive reched sch lredy
spam,december only hd yor mobile mths yo re entitled  pdte  the ltest color cmer mobile for free cll the mobile pdte vco free on  
ham, definitely need  modle from e hmnities dis sem izzit  wn  tke other modles st
ham,rgh why the fck is nobody in wn 
spam,get  lions englnd ne reply lionm  mono or lionp  poly  more go  wwwringnescok the originl n best nes gbp network operr rtes pply
ham,thnks fills me with complete clm nd ressrnce 
ham,slmlikkminsh llh hr beeen mht lbi mfti mhfzmening sme here
ham,re yo driving or trining
ham,lol for rel she ld my dd i hve cncer
spam,privte yor  ccont sttement for 
ham,oops i did hve it  ltgt 
ham,not enfcredeit cllshll ileve ni t  get  bs  yor hose
ham,hi chikk send some nice msgs
ham,he is impossible  rge with nd he lwys trets me like his sb like he never relesed me  which he did nd i will remind him of tht if necessry
ham,fter my work h den  pls lor  workin oso rite den go orchrd lor no other plce  go lio
ham, the wonderfl okors hve  gret month we cherish yo gys nd wish yo well ech dy mojibiol
ham,cz ibored nd don wnn stdy
ham,wot bot on wed nite i m  then bt only til 
ham,rose for redred for bloodblood for herthert for  bt  for me send tis  ll r friends inclding me if  like me if  get bck  r poor in reltion  need some   spport  r frnd  mny some lvs   some is prying god  mrry  try it
ham,ny wy where re yo nd wht doing
ham,tht scks ill go over so  cn do my hir yoll do it free right
ham,its still not working nd this time i lso tried dding zeros tht ws the svings the checking is  ltgt 
ham,hmm dnno leh myb  bg  goigng ot dt is not o smll or js nything except perfme smth dt i cn keep
ham,sdy only joinedso trining we strted dy
ham,sorry  ws t the grocers
ham,there re some nice pbs ner here or there is frnkie n bennys ner the wrner cinem
spam,yo ve won yor  cost del sol holidy or  wit collection cll  now clim se tc s pobox sckport skxh costpm mxmins
ham,yp i hvent been there before yo wnt  go for the yog i cn cll p  book 
ham,oh sht it omg yesterdy i hd  drem tht i hd  kids both boys i ws so pissed not only bot the kids bt them being boys i even ld mrk in my drem tht he ws chnging dipers cse im not getting owed in the fce
ham,yeh i imgine he wold be relly gentle nlike the other docs who tret their ptients like trkeys
spam,free for st week no noki ne  r mobile every week jst txt noki   get txting nd tell r mtes wwwgetzedcok pobox  wwq  normpne
ham,now tht yo hve strted dont sp jst pry for more good ides nd nything i see tht cn help yo gys ill forwrd yo  link
ham,hi drlin im on helens fone im gonn b p the princes  nite plese come p tb love kte
ham,im in office now dwhere re yo
ham,iyr  so poor thing i give  my spport k ji yo ill think of 
ham,oh nintentionlly not bd timing gret fingers  the trins ply long will give fifteen min wrning
spam,get yor grden redy for smmer with  free selection of smmer blbs nd seeds worth  only with the scotsmn this strdy  sp go notxtcok
ham,kthen come wenever  lik  come nd lso tel vikky  come by getting free time
ham,pls cll me d wht hppen
ham,hppy new yer   nd r fmilymy this new yer bring hppiness  stbility nd trnqility  r vibrnt colorfl life
ham,no problem with the renewl ill do it right wy bt i dont know his detils
ham,idk im sitting here in  sp nd shop prking lot right now bwling my eyes ot becse i feel like im  filre in everything nobody wnts me nd now i feel like im filing yo
ham,hvent left yet so probbly gonn be here til dinner
ham,like  ltgt  sme qestion
ham,my new yers eve ws ok i went   prty with my boyfriend who is this si then hey
ham,sir i need velsmy sirs dte of birth nd compny bnk fcilities detils
ham,k k sms cht with me
ham,i will come with krnn cr plese wit till pm will directly go docr
ham,no bt the blry plyer cn
ham,ok then r we meeting lter
ham,lol no i jst need  csh in my nitros hrry come on before i crsh ot
ham,jst send  text well skype lter
ham,ok leve no need  sk
spam,congrts  mobile g videophones r yors cll  now videocht wid r mtes ply jv gmes dlod polyph msic noline rentl bx ip we p
ham, still got lessons   in sch
ham,y she dn believe leh i t i ld her its tre lredy i thk she mz c s g then she believe
ham,oh did yo chrge cmer
