,v1,v2
5160,ham,ok then r we meeting lter
5161,ham,lol no i jst need  csh in my nitros hrry come on before i crsh ot
5162,ham,jst send  text well skype lter
5163,ham,ok leve no need  sk
5165,ham, still got lessons   in sch
5166,ham,y she dn believe leh i t i ld her its tre lredy i thk she mz c s g then she believe
5167,ham,oh did yo chrge cmer
5168,ham,ive got some slt yo cn rb it in my open wonds if yo like
5169,ham,now im going for lnch
5170,ham,im in school now n ill be in d lb doing some stff give me  cll when  r done
5171,ham,oh k  i will come morrow
5172,ham,ight text me night nd well see whts p
5173,ham, 
5174,ham,wter logging in desert geoenvironmentl implictions
5175,ham,rjipls do me  fvor pls convey my birthdy wishes  nimy pls dy is her birthdy
5176,ham,compny is very goodenvironment is terrific nd food is relly nice
5177,ham,very strnge  nd  re wtching the nd one now bt im in bed sweet drems miss  
5179,ham,hi hope  r both ok he sid he wold text nd he hsnt hve  seen him let me down gently plese 
5180,ham,bbe i fcking love yo o  yo know fck it ws so good  her yor voice i so need tht i crve it i cnt get enogh i dore yo hmd kisses
5181,ham,k sre m in my reltives home sms me de pls
5182,ham,i sent them do yo like
5183,ham,fck i need  sp sleepin sp
5184,ham,im in wn now so ill js tke mrt down lter
5185,ham,i jst cooked  rther nice slmon  l yo
5186,ham,i ploded mine  fcebook
5187,ham,wht time  wrkin
5188,ham,okie
5191,ham,sorry ill cll lter
5192,ham,oh oh den mz chnge pln lio go bck hve  yn ji gin
5193,ham,its wylie yo in tmp or srsot
5194,ham,ok tke r time n enjoy r dinner
5195,ham,drren ws sying dt if  meeting d ge den we dn meet  dinner cos lter  leve xy will feel wkwrd den  meet him  lnch lor
5197,ham,i like chep bt im hppy  splsh ot on the wine if it mkes yo feel better
5198,ham,shes fine i hve hd difficlties with her phone it works with mine cn yo pls send her nother friend reqest
5199,ham,gh my leg hrts mst overdid it on mon
5202,ham,wot stdent discont cn  get on books
5203,ham,me finebsoltly fine
5204,ham,how come she cn get it shold b qite diff  gess rite
5206,ham,i will rech r home in  ltgt  mintes
5207,ham,bbe im nswering yo cnt yo see me  mybe yod better reboot ym  i got the pho  its gret 
5208,ham,hiwht yo think bot mtch
5209,ham,i know yo re thinkin mlri bt relx children cnt hndle mlri she wold hve been worse nd its gstroenteritis if she tkes enogh  replce her loss her temp will redce nd if yo give her mlri meds now she will jst vomit its  self limiting illness she hs which mens in  few dys it will completely sp
5210,ham,di i downloded bt there is only exe file which i cn only rn tht exe fter instlling
5211,ham,it is only yesterdy tre tre
5212,ham,kkhow is yor bsiness now
5213,ham, p bt not selected
5215,ham,i keep ten rs in my shelf by two egg
5216,ham,i m lte i will be there t
5217,ham,well thts nice o bd i cnt et it
5218,ham,i ccidentlly broght em home in the box
5219,ham,pls she needs  dt slowly or she will vomit more
5220,ham,i hve  tke exm with in mrch 
5221,ham,jne bbes not goin  wrk feel ill fter lst nite foned in lredy cover  me chck
5222,ham, nightswe nt stying t port step lioo ex
5223,ham,if i die i wnt   hve ll my stffs
5224,ham,oh fck jswoke p in  bed on  botin the docks slept wid  yer old spinot giv  d gossip lr xxx
5225,ham,smile in plesre smile in pin smile when troble pors like rin smile when sm hrts  smile becoz someone still loves  see  smiling
5226,ham,prbhim sorydrelyfrm hert im sory
5227,ham,i remet lex nichols from middle school nd it trns ot hes deling
5229,ham,it mens  cold not keep r words
5230,ham,nope im still in the mrket
5231,ham,i relise yo re  bsy gy nd im trying not  be  bother i hve  get some exms ott the wy nd then try the crs do hve  gr dy
5233,ham,hey wht how bot yor project strted h d
5234,ham,ok cool see y then
5235,ham,m on the world site m i bying the qbnk only or m i bying it with the self ssessment lso
5236,ham,yor opinion bot me  over  jd  ksrthi  lovble  silent  spl chrcter  not mtred  stylish  simple pls reply
5238,ham,yeh i cn still give yo  ride
5239,ham,jy wnts  work ot first hows  sond
5240,ham,gd gdk chikk tke cre sleep well gd nyt
5241,ham,its  prt of checking iq
5242,ham,hmm thinking lor
5243,ham,of corse  dont tese me  yo know i simply mst see  grins  do keep me posted my prey  loving smile devoring kiss
5244,ham,thnks for the temles it ws wonderfl thnk hve  gret week
5245,ham,thnk yo princess i wnt  see yor nice jicy booty
5246,ham,hvent eten ll dy im sitting here string t this jicy pizz nd i cnt et it these meds re rining my life
5247,ham,gd ni derslp welltke creswt dremsmh
5248,ham, come n serch tt vidnot finishd
5249,ham,k im leving soon be there  little fter 
5251,ham,yeh work is fine strted lst week ll the sme stff s before dll bt esy nd gys re fn
5252,ham,yo do yor stdies lone withot nyones help if yo cnt no need  stdy
5253,ham,plese tell me not ll of my cr keys re in yor prse
5254,ham,i didnt get nything d
5255,ham,ok sweet drems
5256,ham,well shes in for  big srprise
5257,ham,s slim fine hppy mp doing well
5258,ham, in cbe  in chenni
5259,ham,cn help  swoop by picking  p from wherever r other birds r meeting if  wnt
5260,ham,if nyone clls for  tredmill sy yoll by it mke sre its working i fond n d on crigslist selling for  ltgt 
5261,ham,i bsoltely love soth prk i only recently strted wtching the office
5262,ham,did yo see tht film
5263,ham,pls spek with me i wont sk nything other then yo friendship
5264,ham,srming msg wen  lift d phne  sy hello do  knw wt is d rel mening of hello    its d nme of  girl    yes nd  knw who is dt girl mrgret hello she is d girlfrnd f grhmbell who invnted telphone     morlone cn get d nme of  person
5265,ham,gd niswt drmstke cre
5266,ham,hi drlin its kte re  p for doin somethin night im going   pb clled the swn or something with my prents for one drink so phone me if  cn
5267,ham,nything lr then  not going home  dinner
5268,ham,er
5270,ham,did  fix the teethif not do it spok tke cre
5271,ham,so  wn  come for or dinner night  not
5272,ham,hellohow  doingwht  been p when will  b moving ot of the flt cos i will need  rrnge  pick p the lmp etc tke cre hello croline
5273,ham,its o ltebt its kwish yo the sme
5274,ham,hi hope r dy  good bck from wlk tble booked for hlf eight let me know when r coming over
5275,ham,oh yeh clerly its my flt
5276,ham,dnno leh cnt remember myb lor so wt time r we meeting tmr
5277,ham,best msg its hrd  be with  person when  know tht one more step fowrd will mke  fll in love mp one step bck cn rin r friendship good night 
5279,ham,helloooo wke p sweet morning welcomes yo enjoy this dy with fll of joy gd mrng
5280,ham,vikky come rond  lttimegt 
5281,ham,nd how yo will do tht princess 
5282,ham,i hve gone in get info bt dont know wht  do
5283,ham,yeh probbly here for  while
5284,ham,sent me r emil id soon
5286,ham,im still pretty wek dy  bd dy 
5287,ham,hey  dont forget  yo re mine  for me  my possession  my property  mmm  childish smile 
5288,ham,n excellent thoght by  misndrstd frnd i knw  hte me bt the dy wen ll knw the trth ll hte rself gn
5289,ham,hey congrts  id lv  bt ive hd  go home
5290,ham,der where yo cll me
5291,ham,xy trying smth now  et lredy we hvent
5293,ham,i donno its in yor genes or something
5295,ham,lex sys hes not ok with yo not being ok with it
5296,ham,re  coming  the fnerl home
5297,ham,my drling sister how re yo doing whens school resming is there  minimm wit period before yo repply do tke cre
5298,ham,ill hnd her my phone  cht wit 
5299,ham,well good morning mr  hows london tretin y trecle
5300,ham,i cnt mke it night
5301,ham,t wht time shold i come morrow
5302,ham,bot  ltgt bcks the bnks fees re fixed better  cll the bnk nd find ot
5303,ham,i cn bt it will tell qite long cos i hvent finish my film yet
5304,ham,pls sk mcho how mch is bdget for bb bold  is cos i sw  new one for  ltgt  dollrs
5305,ham,hi missed yor cll nd my mmhs beendropping red wine ll over theplce wht is yor dress
5306,ham,ill be t yors in bot  mins bt look ot for me
5307,ham,wht yo did in  leve
5308,ham,im coming bck on thrsdy yy is it gonn be ok  get the money cheers oh yeh nd how re yo everything lright hows school or do yo cll it work now
5309,ham,jolly good by the wy  will give  tickets for st eve  spek before then x
5310,ham,yeh thts wht i ws thinking
5311,ham,kkim going  tirnelvli this week  see my ncle i lredy spend the mont by tking dress so only i wnt moneyi will give it on feb 
5312,ham,here got r fvorite oyster n got my fvorite sshimi ok lr i dn sy lredy wit r smch strt rmbling
5313,ham,my sister going  ern more thn me d
5315,ham,hhhse yor brin der
5316,ham,js finish wtching tv 
5317,ham,k fyi im bck in my prents plce in soth tmp so i might need  do the del somewhere else
5318,ham,good morning my love  i go  sleep now nd wish yo  gret dy fll of feeling better nd opportnity  yo re my lst thoght bbe i love yo kiss
5319,ham,kothi print ot mrndrth
5320,ham,bt we hvent got d pic yet rite
5321,ham,ok no problem yp im going  sch t  if i rem correctly
5322,ham,thnks ill keep tht in mind
5323,ham,h bless hows yor rm
5324,ham,der sirslm likkmpride nd plesre meeting yo dy t the te shopwe re plesed  send yo or contct nmber t qtrrkhesh n indinpls sve or nmberrespectfl regrds
5325,ham,gl n boy wlking in d prk glcn i hold r hnd boyy do  think i wold rn wy glno jst wn c how it feels wlking in heven with n princegn
5326,ham,wht mkes yo most hppy
5327,ham,wishing yo  wonderfl week
5328,ham,sweet hert how re yo
5329,ham,sir witing for yor letter
5330,ham,dde im no longer  pisces im n qris now
5331,ham,x corse it yrs jst so her messges on messenger lik yo r sending me
5332,ham,i think steyn srely get one wicket
5333,ham,neither in sterm voice  im stdying ll fine with me not sre the  thing will be resolved tho nywy hve  fb hols
5334,ham,grbge bgs eggs jm bred hnnford whet chex
5335,ham,no its not pride im lmost  ltgt  yers old nd sholdnt be tkin money from my kid yore not spposed  hve  del with this stff this is grownp stffwhy i dont tell yo
5336,ham,sonds better thn my evening im jst doing my costme im not sre wht time i finish morrow bt i will txt yo t the end
5337,ham,my birthdy is on feb  ltgt  d 
5338,ham,so when do yo wnn gym
5339,ham,yod like tht woldnt yo jerk
5340,ham,re  wke is there snow there
5341,ham,nd of corse yo shold mke  stink
5343,ham,no go no openings for tht room til fter thnksgiving withot n pchrge
5344,ham,when yo gys plnning on coming over
5345,ham,wt  doing now
5346,ham,my prents my kidz my friends n my colleges ll screming srprise  nd i ws witing on the sof    nked
5347,ham,no sir thts why i hd n hr trip on the bs lst week hve nother dition next wednesdy bt i think i might drive this time
5348,ham,do i i thoght i pt it bck in the box
5349,ham,im home
5350,ham,no one interested my be some bsiness pln
5351,ham,yp its t prgon i hvent decided whether  ct yet hee
5352,ham,good morning princess hve  gret dy
5353,ham,gi  shd hf seen him when hes nghty  so free dy cn go jogging
5354,ham,iyo cos i sms  then  nev reply so i wit    reply lr i t  hvent finish r lb wt
5355,ham,living is very simple loving is lso simple lghing is o simple winning is oo simple bt being simple is very difficlt 
5356,ham,tell me something thts oky
5357,ham,ok
5358,ham,hmm shll i bring  bottle of wine  keep s msed jst joking ill still bring  bottle red or white see yo morrow
5359,ham,this is r fce test            ltgt   select ny nmber i will tell r fce strology m witing qick reply
5360,ham,hey iori gve me yor nmber im wylie ryns friend
5361,ham,yep get with the progrm yore slcking
5362,ham,im in inside officestill filling formsdon know when they leve me
5363,ham,i think yor menr is  bt not  percent sre
5367,ham,jst trying  figre ot when im sppose  see  cople different people this week we sid wed get gether bt i didnt set dtes
5369,ham,hi mom we might be bck lter thn  ltgt 
5371,ham,lol oh yo got  friend for the dog 
5372,ham,ok is ny problem   frm him wts mtter
5373,ham,k ill hed ot in  few mins see yo there
5374,ham,do  konw wht is rel friendship im gving yo n exmpel jst ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yo cn red it wihtot yn mitske goodnight mp hve  nice sleepsweet drems
5375,ham,i cnt pick the phone right now pls send  messge
5376,ham,i dont wnt yo  leve bt im brely doing wht i cn  sty sne fighting with yo constntly isnt helping
5379,ham,somebody set p  website where yo cn ply hold em sing eve online spcebcks
5380,ham,its snny in cliforni the wethers jst cool
5382,ham,i cn mke it p there sqeezed  ltgt  bcks ot of my dd
5383,ham,good dy  yo opry for meremove the teeth s its pinfl mintining other stff
5384,ham,how re yo bbes hope yor doing ok i hd  shit nights sleep i fell sleep t im knckered nd im dreding work night wht re tho p night x
5385,ham,how do friends help s in problems they give the most stpid sggestion tht lnds s in nother problem nd helps s forgt the previos problem
5386,ham,im t work plese cll
5387,ham,i will be gentle bby soon yo will be tking ll  ltgt  inches deep inside yor tight pssy
5388,ham,not mch no fights it ws  good nite
5389,ham,okok okthenwhts r dys pln
5390,ham,nt joking seriosly i ld
5391,ham,wtching jith film h
5392,ham,ooooooh i forgot  tell  i cn get on yoville on my phone
5393,ham,ll done ll hnded in dont know if meg shop in sd conts s celebrtion bt thts wht im doing
5394,ham,i dont know exctly cold yo sk chechi
5395,ham,dnno lei shd b driving lor cos i go sch  hr oni
